time,x,y,z
13:33:22:4,-1.18,1.68,7.95
13:33:22:161,0.39,0.16,8.24
13:33:22:312,0.27,0.77,10.35
13:33:22:350,0.32,-0.17,10.85
13:33:22:425,1.08,1.39,8.62
13:33:22:502,-1.49,2.83,8.94
13:33:22:721,-1.28,1.62,8.82
13:33:22:884,-0.34,0.27,10.03
13:33:22:938,1.47,2.75,8.62
13:33:23:72,-2.65,0.49,9.72
13:33:23:158,-2.57,0.91,6.22
13:33:23:213,-4.08,1.14,10.33
13:33:23:355,-2.02,-1.47,11.37
13:33:23:463,-2.18,-0.86,9.63
13:33:23:557,0.67,-3.48,16.65
13:33:23:646,2.2,2.18,9.01
13:33:23:894,0.1,3.9,5.1
13:33:24:155,-1.26,-9.51,19.56
13:33:24:224,2.62,8.14,1.41
13:33:24:340,-2.51,-3.84,15.26
13:33:24:393,1.98,7.8,3.03
13:33:24:618,3.41,11.41,11.65
13:33:24:839,-0.13,-0.79,8.36
13:33:24:927,-0.82,5.74,5.4
13:33:25:69,-3.12,3.43,10.89
13:33:25:190,0.76,-1.74,10.94
13:33:25:305,-1.88,1,11.36
13:33:25:468,1.36,-0.57,9.66
13:33:25:540,-0.96,-0.35,8.57
13:33:25:637,-0.64,0.49,12.31
13:33:25:677,-3.44,-4.37,14.08
13:33:25:710,-5.47,-3.69,15.88
13:33:25:816,2.15,0.47,9.96
13:33:26:12,-2.43,-0.51,10.06
13:33:26:303,1.48,-1.77,9.32
13:33:26:372,-0.09,-1.53,14.81
13:33:26:623,-1.66,1.47,11.26
13:33:26:855,-1.74,-3.8,14.04
13:33:26:936,-3.31,-3.46,12.68
13:33:27:104,1.79,-1.44,9.68
13:33:27:219,-1.12,-1.23,11.51
13:33:27:340,-0.79,-0.14,11
13:33:27:535,-2.43,-0.56,10.5
13:33:27:806,-1.33,2.54,7.84
13:33:27:854,-0.77,0.52,11.37
13:33:27:996,-0.67,0.53,10.95
13:33:28:51,-0.27,-1.7,12.75
13:33:28:175,1.42,1.21,7.97
13:33:28:222,1.02,-1,14.31
13:33:28:350,-0.07,0.98,8.11
13:33:28:417,-0.95,-0.26,11.54
13:33:28:667,-0.34,-1,8.43
13:33:28:808,-0.47,-1.88,9.94
13:33:28:904,-2.47,-5.05,13.07
13:33:29:61,-0.38,-1.85,12.23
13:33:29:202,-0.34,-2.83,8.99
13:33:29:341,-1.33,2.34,7.71
13:33:29:495,-1.2,-1.76,11.79
13:33:29:687,-1.26,0.62,8.87
13:33:29:811,-1.89,-0.77,10.33
13:33:29:877,-1.49,-2.4,12.04
13:33:30:8,-1.48,-0.72,12.57
13:33:30:121,-1.01,-0.47,12.8
13:33:30:264,-1.27,-2.1,10.76
13:33:30:396,1.25,-1.77,10.21
13:33:30:654,-0.9,1.1,10.54
13:33:30:926,0.24,0.82,9.63
13:33:31:74,-0.86,0.16,12.52
13:33:31:493,-1.61,-1.28,9.73
13:33:31:405,-2.54,-0.34,12.57
13:33:31:688,-0.85,-4.29,12.54
13:33:31:818,-2.53,-3.29,14.3
13:33:31:909,-0.48,-2.56,9.99
13:33:32:10,-1.04,-5.68,14.25
13:33:32:193,-1.26,1.08,7.27
13:33:32:424,1.17,-2.08,10.26
13:33:32:454,1.17,-2.08,10.26
13:33:32:492,-0.76,-3.22,9.9
13:33:32:566,0.31,-1.84,11.66
13:33:32:668,0.31,-1.84,11.66
13:33:32:737,0.84,-0.93,11.91
13:33:32:845,0.84,-0.93,11.91
13:33:33:96,-0.83,-1.39,9.07
13:33:33:206,-2.46,1.87,10.11
13:33:33:329,-0.17,1.94,10.81
13:33:33:462,0.54,-1.99,12
13:33:33:592,-0.56,-1.13,10.6
13:33:33:894,-1.18,-4.01,9.86
13:33:33:952,-1.18,-4.01,9.86
13:33:34:23,-1.01,0.21,11.47
13:33:34:136,-1.12,6.79,8.31
13:33:34:254,-2.25,-4.95,12.12
13:33:34:393,0.48,0.01,9.44
13:33:34:531,-2.71,-0.82,10.37
13:33:34:725,-0.93,2.47,6.96
13:33:34:896,-0.84,-1.46,10.0
13:33:35:26,-0.5,-1.34,11.37
13:33:35:116,-1.76,-0.2,10.67
13:33:35:323,-1.1,-2.09,13.12
13:33:35:377,-1.88,-1.42,5.51
13:33:35:467,1.03,7.7,3.8
13:33:35:559,0.27,-0.52,14.61
13:33:35:702,-1.41,-6.24,16.9
13:33:35:757,-1.89,-7.23,9.55
13:33:35:816,-1.33,-5.14,8.63
13:33:36:51,0.34,-0.77,13.73
13:33:36:159,1.17,-1.15,7.78
13:33:36:370,3.78,1.9,8.63
13:33:36:501,-1.36,-1.82,11.33
13:33:36:735,-0.2,0.11,10.3
13:33:37:17,-1.26,-0.07,11.02
13:33:37:128,-0.32,-0.98,11.12
13:33:37:250,-1.1,-3.37,11.64
13:33:37:382,0.71,-2.61,13.17
13:33:37:665,-1.7,-0.38,7.88
13:33:37:901,-0.96,-6.75,10.47
13:33:38:103,-1.02,-1.99,9.55
13:33:38:217,-0.92,0.67,7.43
13:33:38:321,0.2,3.37,7.93
13:33:38:467,0.56,0.16,12
13:33:38:509,-1.9,-0.41,11.28
13:33:38:598,-0.58,2.34,5.2
13:33:38:633,-1.86,-2.64,13.05
13:33:38:674,-0.87,-0.8,10.36
13:33:38:746,-0.95,1.99,6.84
13:33:38:794,-0.24,2.45,14.12
13:33:39:38,-1.07,3.25,8.49
13:33:39:324,-0.71,1.32,7.4
13:33:39:395,-1.39,0.56,9.36
13:33:39:636,-0.93,-1.1,11.19
13:33:40:57,-0.34,2.13,12.34
13:33:40:190,-1.16,2.16,10.12
13:33:40:242,0.09,-3.23,12.84
13:33:40:368,0.69,-2.2,11.89
13:33:40:410,0.69,-2.2,11.89
13:33:40:728,-1.25,-2.04,9.72
13:33:40:789,0.76,1.62,9.33
13:33:40:859,-0.64,0.95,10.7
13:33:40:967,-2.15,-2.31,10.26
13:33:41:82,0.81,-1.48,10.49
13:33:41:238,1.12,-1,11.05
13:33:41:356,-0.57,-0.67,9.23
13:33:41:442,-2.03,-3.24,10.72
13:33:41:771,-1.16,-1.99,12.35
13:33:41:844,0.31,-1.72,11.37
13:33:41:936,-1.89,0.72,8.66
13:33:42:40,-0.7,0.83,12.58
13:33:42:145,-2.41,-0.84,9.0
13:33:42:211,0.32,-0.17,9.01
13:33:42:307,-2.28,0.06,10.19
13:33:42:376,-1.56,0.92,10.38
13:33:42:419,-1.56,0.92,10.38
13:33:42:533,0.39,-1.09,11.4
13:33:42:656,-0.2,-1.1,8.81
13:33:42:730,-1.24,-1.8,12.35
13:33:43:42,-2.13,-0.96,10.22
13:33:43:215,-0.64,0.32,10.13
13:33:43:350,0.2,1.87,9.87
13:33:43:384,0.32,-1.01,8.72
13:33:43:518,0.57,0.98,11.12
13:33:43:990,-0.94,-2.63,11.84
13:33:44:134,-0.8,0.51,9.18
13:33:44:208,-0.37,2.37,10.11
13:33:44:278,-0.93,6.33,5.38
13:33:44:321,-0.93,6.33,5.38
13:33:44:436,-1.32,-0.59,10.35
13:33:44:843,-1.55,3.06,9.77
13:33:44:988,1.33,0.62,8.13
13:33:45:125,-1.45,-0.95,10.84
13:33:45:246,-0.2,-0.74,9.94
13:33:45:305,0.21,0.32,10.19
13:33:45:345,-1.43,-0.11,9.31
13:33:45:485,-1.93,-2.25,11.35
13:33:45:606,-1.25,0.88,9.4
13:33:45:647,-0.46,-1.67,11.59
13:33:45:708,-1.02,-0.12,10.42
13:33:45:775,0.07,-3.49,12.08
13:33:45:834,-1.61,-0.95,9.46
13:33:45:883,-2.53,0.74,10.45
13:33:46:182,-0.53,-1.42,8.64
13:33:46:345,-0.11,-2.39,10.92
13:33:46:483,-1.26,4.3,9.7
13:33:46:553,-0.54,-1.44,14.34
13:33:46:868,-2.7,-1.44,10.28
13:33:46:933,-0.91,0.47,9.53
13:33:46:992,-0.6,2.06,9.34
13:33:47:157,0.23,-1.87,12.12
13:33:47:280,-0.26,0.74,11.7
13:33:47:352,-0.7,-0.61,10.89
13:33:47:536,-0.4,-2.48,12.62
13:33:47:705,-0.46,0.37,9.31
13:33:48:46,-0.36,-0.25,9.42
13:33:48:149,-1,3.87,9.4
13:33:48:238,-1.9,1.36,11.28
13:33:48:395,-0.35,-0.2,10.58
13:33:48:482,-0.01,-0.9,8.8
13:33:48:564,-0.77,-2.33,9.85
13:33:48:770,-0.11,-1.97,11.09
13:33:48:929,-0.91,-4.95,12.77
13:33:48:966,-0.62,-0.29,11.4
13:33:49:4,-0.62,-0.29,11.4
13:33:49:74,-2.08,-1.18,11.32
13:33:49:164,-1.39,4.17,6.7
13:33:49:214,-0.69,1.84,10.65
13:33:49:293,-1.34,3.11,9.78
13:33:49:413,-1.64,-2.28,14.05
13:33:49:494,-0.56,1.37,8.5
13:33:49:826,0.67,-0.39,9.59
13:33:49:950,0.62,-0.86,12.12
13:33:50:18,-1.29,-0.22,5.96
13:33:50:82,-1.98,-2.58,13.69
13:33:50:236,-0.28,-2.95,11.41
13:33:50:356,-1.03,-0.08,9.5
13:33:50:468,0.58,0.73,8.04
13:33:50:701,-1.06,1.23,9.07
13:33:50:918,1.55,-1.41,9.84
13:33:51:31,-1.76,0.46,9.25
13:33:51:156,-1.35,0.85,11.01
13:33:51:316,-0.72,-0.84,9.34
13:33:51:606,0.21,-0.47,9.6
13:33:51:719,-1.93,-4.65,15.77
13:33:51:795,-1.46,-0.95,12.4
13:33:51:869,-0.38,-4.08,13.1
13:33:51:984,-2.41,-3.65,11.52
13:33:52:249,-0.54,-1.7,10.98
13:33:52:324,-0.16,0.15,10.71
13:33:52:496,-0.38,-0.77,9.9
13:33:52:608,-0.47,-3.69,12.45
13:33:52:913,-1.1,-1.43,10.72
13:33:52:977,-0.32,0.79,7.87
13:33:53:11,-0.32,0.79,7.87
13:33:53:126,-0.75,-1.19,10.6
13:33:53:232,-0.4,-1.27,9.28
13:33:53:321,-0.68,-1.52,12.01
13:33:53:417,-1.23,-1.97,9.44
13:33:53:579,0.03,0.53,9.65
13:33:53:794,0.22,0.89,8.68
13:33:54:72,-0.41,0.79,9.48
13:33:54:245,-2.3,-1.1,10.51
13:33:54:401,-0.23,-2.07,11.73
13:33:54:819,-1.32,-1.01,10.09
13:33:54:974,-1.93,-0.51,11.53
13:33:55:149,0.4,0.1,12.3
13:33:55:364,-5.19,-2.38,10.06
13:33:55:516,-1.24,4.07,9.47
13:33:55:616,-2.18,1.58,7.15
13:33:55:706,-0.7,-0.47,11.03
13:33:55:816,-1.86,-2.38,13.18
13:33:55:897,0.6,-2.95,12
13:33:56:126,-2.36,0.86,10.9
13:33:56:278,-3.05,-0.76,11.62
13:33:56:391,-2.31,1.07,9.42
13:33:56:474,-2.41,-1,10.21
13:33:56:880,4.87,7.14,5.36
13:33:57:26,0.12,3.51,9.01
13:33:57:83,-1.31,4.83,6.72
13:33:57:143,-0.71,-1,9.17
13:33:57:240,1,1.32,9.07
13:33:57:298,1.34,-0.82,11.44
13:33:57:424,-0.47,2.13,10.15
13:33:57:619,-0.58,2.76,7.14
13:33:57:887,-3.57,1.31,8.27
13:33:57:933,-1.32,-0.12,10.86
13:33:58:64,2.04,8.45,6.01
13:33:58:108,2.33,1.97,9.81
13:33:58:160,-0.12,-2.26,12.13
13:33:58:225,-0.61,0.97,9.79
13:33:58:343,0.72,-0.79,14.18
13:33:58:388,-2.94,-1.76,10.39
13:33:58:479,-0.19,-3.86,10.86
13:33:58:558,-3.7,0.97,8.52
13:33:58:882,1.34,0.09,11.9
13:33:59:17,-3.9,-4.22,13.52
13:33:59:57,3.1,0.41,10.01
13:33:59:157,-4.63,5.66,5.91
13:33:59:312,2.01,1.08,10.85
13:33:59:466,-0.43,0.05,16.49
13:33:59:601,-5.07,1.14,12.18
13:33:59:755,-2.8,2.39,10.56
13:33:59:966,-0.05,-3.93,15.12
13:34:0:100,-1.47,1.21,6.79
13:34:0:216,1.27,6.48,7.03
13:34:0:267,0.44,3.53,10.76
13:34:0:347,-1.16,0.52,8.7
13:34:0:464,-1.61,2.76,10.13
13:34:0:571,-4.23,-0.64,7.72
13:34:0:653,1.01,-1.49,12.04
13:34:1:8,1.76,0.6,7.51
13:34:1:82,-1.7,-1.23,11.03
13:34:1:123,-1.7,-1.23,11.03
13:34:1:178,-0.55,-0.45,9.39
13:34:1:298,0.16,2.1,10.91
13:34:1:357,-2.15,1.66,12.76
13:34:1:504,-0.27,-0.95,7.69
13:34:1:704,1.5,4.63,10.25
13:34:1:882,-2.34,1.17,11.65
13:34:2:31,0.46,0.13,9.48
13:34:2:116,-4.31,-1.07,12.0
13:34:2:237,-0.44,3.24,10.33
13:34:2:291,-0.52,4.76,14.22
13:34:2:402,-3.45,-3.64,10.34
13:34:2:502,-0.82,-4.68,12.72
13:34:2:567,-1.3,-1.83,13.96
13:34:2:605,-0.28,4.98,6.2
13:34:2:648,-0.28,4.98,6.2
13:34:2:729,1.07,-7.26,12.34
13:34:2:829,-0.56,-0.45,7.92
13:34:2:955,-0.8,-1.03,11.23
13:34:3:113,-0.34,-2.03,10.31
13:34:3:485,1.52,4.66,6.13
13:34:3:595,-0.43,5.91,10.1
13:34:3:929,-1.54,1.83,10.65
13:34:4:44,-1.59,2.01,8.27
13:34:4:161,-0.77,1.61,9.49
13:34:4:272,-0.77,1.61,9.49
13:34:4:330,-1.4,1.45,9.25
13:34:4:452,1.95,-2.36,10
13:34:4:666,-1.72,0.72,7.91
13:34:4:792,-2.08,-2.56,9.94
13:34:4:942,0.06,2.87,8.18
13:34:5:17,-2.52,2.56,8.64
13:34:5:107,-0.34,1.65,6.81
13:34:5:211,1.37,3.46,9.68
13:34:5:261,1.37,3.46,9.68
13:34:5:329,-0.35,1.67,10.31
13:34:5:454,-3.81,-1.09,10.11
13:34:5:728,-3.15,1.95,11.57
13:34:5:808,0.68,-3.02,9.74
13:34:5:942,1.82,1.13,13.04
13:34:6:878,-1.34,1.8,6.99
13:34:6:652,0.12,-1.7,13.01
13:34:7:11,-1.48,-0.24,11.05
13:34:7:56,0.87,-3.06,11.79
13:34:7:161,2.25,-1.5,10.89
13:34:7:311,1.58,-0.6,10.38
13:34:7:351,0.34,-0.45,10.46
13:34:7:423,-0.24,-0.18,11.11
13:34:7:541,-1.36,-3.69,11.44
13:34:7:626,-1.8,2,9.93
13:34:7:736,-1.56,0.23,11
13:34:8:139,-0.13,-0.25,11.23
13:34:8:276,0.7,3.67,8.7
13:34:8:366,-2.85,1.14,11.0
13:34:8:635,-2.47,-2.01,11.19
13:34:8:863,-1.09,-1.89,12.41
13:34:8:961,-0.24,2.08,7.87
13:34:9:60,-1.51,3.67,9.36
13:34:9:173,-0.67,2.39,6.89
13:34:9:246,-0.67,2.39,6.89
13:34:9:335,0.75,-1.94,10.56
13:34:9:398,0.46,2.78,8.38
13:34:9:459,0.76,1.91,10.97
13:34:9:661,-0.62,-1.01,11.65
13:34:9:782,-1.08,-0.32,10.12
13:34:9:813,-1.08,-0.32,10.12
13:34:9:865,-1.08,-0.32,10.12
13:34:10:12,-0.84,-2.13,10.83
13:34:10:159,-0.22,6.4,7.45
13:34:10:226,-0.58,1.63,10.08
13:34:10:370,-1.38,-0.74,9.22
13:34:10:502,-1.87,3.69,8.78
13:34:10:707,-0.62,-3.51,12.2
13:34:10:989,-0.54,-0.87,11.43
13:34:11:39,-1.64,-4.63,11.83
13:34:11:155,-0.03,-1.3,9.6
13:34:11:204,-2.8,0.77,8.46
13:34:11:313,-0.71,-1.99,11.72
13:34:11:395,-1.36,-2.93,11.07
13:34:11:448,0.21,-2.45,10.31
13:34:11:486,0.21,-2.45,10.31
13:34:11:617,0.06,-1.59,11.67
13:34:11:763,-2.28,1.87,8.99
13:34:12:172,-0.88,1.29,9.86
13:34:12:215,-0.88,1.29,9.86
13:34:12:417,-1.55,0.61,10.46
13:34:12:598,-1.7,1.87,8.99
13:34:12:860,-1.16,2.35,9.01
13:34:12:925,-0.27,-3.69,12.94
13:34:12:981,-1.11,0.09,10.32
13:34:13:69,0.25,2.91,6.66
13:34:13:177,-0.86,0.25,10.33
13:34:13:314,-1.99,-2.14,11.39
13:34:13:456,-1.9,-0.19,9.6
13:34:13:693,0.51,-1.46,10.21
13:34:13:893,1.77,1.6,9.54
13:34:13:987,-1.68,-3.4,12.47
13:34:14:84,-2.15,-1.26,10.15
13:34:14:196,-2.71,0.32,9.26
13:34:14:264,-1.18,0.08,10.31
13:34:14:465,-0.7,1.23,10.36
13:34:14:744,-1.44,-1.72,11.77
13:34:14:897,-2.23,-1.52,12.32
13:34:15:6,-0.74,-2.58,13.51
13:34:15:130,-0.15,-2.95,8.24
13:34:15:221,-0.23,2.33,9.99
13:34:15:379,0.26,0.13,10.05
13:34:15:719,-2.27,-0.56,11.39
13:34:15:835,-0.04,0.96,10.39
13:34:15:928,-0.79,-1.29,13.08
13:34:16:41,-1.47,-2.41,13.39
13:34:16:117,-1.68,0.02,9.34
13:34:16:189,0.3,0.71,9.35
13:34:16:296,0.08,1.44,9
13:34:16:345,0.08,1.44,9
13:34:16:475,-0.46,0.94,10.18
13:34:16:700,-0.82,0.57,9.6
13:34:16:966,-3.05,1.12,9.66
13:34:17:28,-0.32,2.44,7.69
13:34:17:120,-0.68,0.42,9.76
13:34:17:209,0.45,4.27,6.54
13:34:17:255,-1.41,1.4,11.36
13:34:17:402,-1.27,-0.16,9.56
13:34:17:786,-0.86,-0.79,10.51
13:34:17:869,0.19,1.84,7.72
13:34:17:955,0.32,-1.88,11.46
13:34:18:64,2,-0.81,11.01
13:34:18:176,-1.67,-1.26,10.0
13:34:18:216,0.3,-0.85,10.65
13:34:18:398,2.69,0.55,9.07
13:34:18:533,-1.41,-3.93,11.96
13:34:18:728,-1.25,0.89,8.73
13:34:19:19,0.38,-0.55,9.65
13:34:19:84,-1.4,-1.97,10.03
13:34:19:155,1.25,1.85,9.09
13:34:19:214,1.25,1.85,9.09
13:34:19:271,-0.44,1.37,10.11
13:34:19:393,-2.12,-1.39,12.83
13:34:19:511,-2.38,3.49,7.99
13:34:19:743,2.39,0.93,11.48
13:34:19:823,-0.02,-0.63,9.69
13:34:19:910,-1,2.35,6.48
13:34:19:995,1.55,3.62,4.0
13:34:20:236,-0.25,-2.49,12.66
13:34:20:319,0.09,-1.72,12.04
13:34:20:454,-1.04,0.94,11.45
13:34:20:687,0.14,0.07,8.22
13:34:20:904,-2.62,0.51,9.77
13:34:21:16,-1.05,-3.46,15.19
13:34:21:95,0.04,-2.12,14.3
13:34:21:193,0.04,-2.12,14.38
13:34:21:341,-0.1,-0.83,12.92
13:34:21:518,0.36,-7.92,13.75
13:34:21:795,-0.54,-1.71,12.59
13:34:21:956,-1.92,2.63,9.87
13:34:22:64,-0.3,-0.34,10.93
13:34:22:185,-0.95,0.36,9.0
13:34:22:303,-2.32,0.8,7.0
13:34:22:447,-0.63,3.9,7.64
13:34:22:706,-1.75,1.85,10.59
13:34:22:894,-1.51,1.58,9.25
13:34:22:979,-0.42,-2.75,10.79
13:34:23:117,-1.4,-3.13,12.4
13:34:23:183,-0.88,0.9,8.42
13:34:23:288,-2.7,-3.71,13.5
13:34:23:383,-2.37,-2.7,12.34
13:34:23:649,-0.16,-1.88,12.13
13:34:23:750,-0.25,-0.83,9.71
13:34:24:134,-1.37,0.59,9.58
13:34:24:285,-0.56,-3.37,13.94
13:34:24:402,-0.36,0.88,8.31
13:34:24:520,1.45,-0.52,11.5
13:34:24:584,-0.44,-2.9,12.73
13:34:24:918,-1.94,-1.25,12.67
13:34:25:34,-1,0.4,9.68
13:34:25:132,1.2,1.75,7.1
13:34:25:278,0.42,1.68,8.58
13:34:25:444,-1.73,1.03,11.5
13:34:25:575,-0.15,2.07,8.39
13:34:25:789,-0.56,1.33,9.77
13:34:26:28,0.18,-0.46,9.75
13:34:26:167,-1.42,4.01,8.7
13:34:26:254,-0.58,0.37,1
13:34:26:413,0.12,-1.54,12.29
13:34:26:548,-2.63,-2.88,13.23
13:34:26:766,-1.21,1.27,9.67
13:34:26:866,0.32,0.03,10.66
13:34:27:20,-0.34,-0.91,10.33
13:34:27:157,0.75,0.65,10.36
13:34:27:349,-2.36,-2.29,11.36
13:34:27:426,-1.27,-0.17,8.72
13:34:27:831,1.82,3.51,9.57
13:34:27:881,1.01,2.05,8.56
13:34:27:922,-3.24,0.91,8.98
13:34:28:36,-0.31,1,10.24
13:34:28:125,-0.9,1.35,10.2
13:34:28:192,-0.34,1.74,9.15
13:34:28:325,-2.35,-0.4,9.59
13:34:28:440,-0.07,0.22,9.57
13:34:28:725,-0.56,-0.76,10.34
13:34:29:35,-0.73,2.26,9.41
13:34:29:177,-0.07,-1.31,10.98
13:34:29:207,-1.31,-0.53,9.51
13:34:29:331,-0.06,-1.87,11.76
13:34:29:424,-2.29,-2,11.94
13:34:29:601,1.45,-2.22,11.6
13:34:29:896,-1.54,-0.21,9.77
13:34:29:972,0.16,0.86,9.29
13:34:30:74,-1,1.2,9.13
13:34:30:141,-0.89,0.62,10.87
13:34:30:182,0.43,0.28,9.93
13:34:30:259,0.42,2.67,10.09
13:34:30:412,-1.47,-0.17,11.22
13:34:30:521,-1.66,0.71,9.42
13:34:30:725,0.63,0.96,10.55
13:34:30:875,-1.41,2.38,10.21
13:34:30:933,-3.85,-0.15,9.85
13:34:31:248,0.38,-0.68,10.55
13:34:31:299,0.64,-1.05,10.47
13:34:31:606,0.13,-2.26,12.93
13:34:31:818,-1.78,-1.04,11.12
13:34:31:980,-2.12,1.4,9.85
13:34:32:193,0.08,2.03,9.15
13:34:32:303,0.74,0.68,9.63
13:34:32:392,-0.64,0.93,10.37
13:34:32:675,0.65,-0.19,7.84
13:34:32:605,-0.48,0.61,9.49
13:34:32:875,-0.25,2.45,11.21
13:34:33:74,-0.27,-2.88,11.51
13:34:33:200,1.63,-0.28,9.3
13:34:33:251,-0.76,0.23,9.47
13:34:33:433,0.26,2.08,10
13:34:33:526,-1.43,-0.76,10.18
13:34:33:636,-0.89,3.96,9.0
13:34:33:735,0.08,3.28,9.39
13:34:34:46,-0.19,1.24,10.14
13:34:34:219,-2.42,-0.28,11.3
13:34:34:295,-0.23,1.72,9.82
13:34:34:415,-0.61,-0.15,9.01
13:34:34:700,-1.21,-0.68,9.61
13:34:34:954,-0.75,1.08,10.5
13:34:35:19,0.41,0.73,9.19
13:34:35:90,0.05,0.36,9.93
13:34:35:136,-0.42,0.61,10.92
13:34:35:306,-0.31,1.52,9.59
13:34:35:376,-2.16,1.64,8.02
13:34:35:482,-1.29,-0.1,9.79
13:34:35:735,-2.11,0.74,8.48
13:34:35:862,-0.89,2.13,7.91
13:34:36:118,-1.7,1.93,8.73
13:34:36:231,-1.74,-0.95,10.92
13:34:36:337,0.38,3.14,8.39
13:34:36:406,-3.97,1.26,9.1
13:34:36:445,-1.15,0.49,12.31
13:34:36:733,0.19,-0.34,9.1
13:34:36:783,0.35,-0.29,10.83
13:34:36:828,1.58,1.6,8.05
13:34:36:931,1.07,4.19,9.04
13:34:37:51,0.25,-1.08,8.43
13:34:37:91,-1.98,-5.32,15.09
13:34:37:241,0.38,2.45,10.91
13:34:37:304,0.89,2.92,12.13
13:34:37:408,-0.79,0.38,9.91
13:34:37:458,0.83,-0.58,7.95
13:34:37:535,-2.26,-2.86,11.82
13:34:37:831,1.25,-2.65,11.13
13:34:38:4,-0.16,-1.55,10.92
13:34:38:91,-3.62,1.92,8.43
13:34:38:133,-3.41,3.39,8.85
13:34:38:219,-2.7,1.29,9.94
13:34:38:307,-0.63,-0.4,9.56
13:34:38:436,-0.24,-3.07,13.18
13:34:38:668,0.53,5.38,10.35
13:34:38:898,0.34,-0.87,9.6
13:34:39:62,-3.4,0.7,9.55
13:34:39:162,-1.37,3.34,9.63
13:34:39:307,-0.05,2.11,8.35
13:34:39:403,0.93,3.67,7.36
13:34:39:448,-0.66,1.75,12.76
13:34:39:681,2.83,8.03,10.22
13:34:39:939,-0.58,1.95,11.26
13:34:39:984,-2.46,0.96,10
13:34:40:105,-2.6,0.41,8.11
13:34:40:263,2.89,5.01,7.97
13:34:40:412,-0.19,0.01,11.19
13:34:40:463,-0.58,-2.68,9.85
13:34:40:748,0.48,2.14,8.69
13:34:40:987,3.64,0.93,7.73
13:34:41:57,1.68,4.57,8.52
13:34:41:176,-1.81,-1.59,11.58
13:34:41:246,-3.12,-3.12,10.28
13:34:41:326,-4,-4.03,13.55
13:34:41:404,-1.16,-0.05,11.66
13:34:41:545,-1.47,-1.1,13.14
13:34:41:823,2.04,2.02,11.83
13:34:41:915,1.23,2.08,11.83
13:34:42:42,1.46,-5.03,11.75
13:34:42:119,-5.43,-3.42,11.84
13:34:42:204,0.18,-0.94,12.46
13:34:42:335,1.06,2.35,7.89
13:34:42:622,1.25,-1.43,11.13
13:34:42:891,-0.83,-5.09,11.3
13:34:42:932,-2.43,0.79,10.47
13:34:42:989,1.21,5.59,8.46
13:34:43:57,0.12,2.63,5.71
13:34:43:147,0.37,-4.93,11.85
13:34:43:183,-0.08,-3.43,9.71
13:34:43:384,1.98,-0.53,14.05
13:34:43:471,-0.54,2.83,10.99
13:34:43:540,-3.01,2.97,7.78
13:34:43:826,-1.77,-6.64,12.16
13:34:43:961,-1.05,2.8,7.01
13:34:44:134,-0.5,0.9,9.52
13:34:44:257,1.24,0.44,13.9
13:34:44:336,-0.49,1.11,10.21
13:34:44:382,-2.78,3.47,8.55
13:34:44:690,-2.4,-1.87,10.52
13:34:44:933,0.35,1.38,7.81
13:34:45:21,0.79,0.05,9.44
13:34:45:114,0.56,-1.97,14.0
13:34:45:176,-1.43,-0.16,10.11
13:34:45:343,0.2,-1.84,10.98
13:34:45:514,2.45,-3.89,13.45
13:34:45:794,-0.64,-1.2,11.94
13:34:46:97,-0.98,1.53,9.64
13:34:46:180,0.76,1.04,10.86
13:34:46:321,-0.55,0.89,10.37
13:34:46:414,-0.76,-0.44,11.92
13:34:46:444,-0.76,-0.44,11.92
13:34:46:544,-2.04,0.46,7.65
13:34:46:691,0.37,4.56,7.47
13:34:46:722,0.06,-0.63,8.13
13:34:47:187,-0.95,-0.75,10.51
13:34:47:393,-0.36,2.25,9.74
13:34:47:692,-1.21,0.54,8.96
13:34:47:853,0.81,2.72,8.7
13:34:47:968,-2.37,1.25,9.24
13:34:48:26,-2.37,1.25,9.24
13:34:48:178,-1.07,1.47,9.99
13:34:48:306,-2.34,-0.87,13.44
13:34:48:418,1.65,-1.61,10.19
13:34:48:449,-0.86,-0.63,9.66
13:34:48:726,-1.66,0.27,10.9
13:34:48:924,-2.08,-0.56,10.02
13:34:49:57,-0.45,1.32,10.67
13:34:49:99,-0.59,-0.46,11.04
13:34:49:223,-0.85,0.71,10.44
13:34:49:274,0.28,1.31,8.65
13:34:49:428,-0.51,0.69,10.41
13:34:49:534,0.77,0.82,9.06
13:34:49:612,0.13,1.29,10.73
13:34:49:781,-2.38,3.17,8.24
13:34:49:907,-1.95,0.07,8.68
13:34:49:947,-1.42,-2.48,10.55
13:34:50:264,-1.06,0.99,9.72
13:34:50:733,-0.77,2.81,9.6
13:34:50:819,-0.13,0.39,10.35
13:34:50:875,-1.12,0.1,10.73
13:34:50:973,-0.46,-0.56,8.83
13:34:51:73,-0.58,1,10.32
13:34:51:186,-0.64,-0.12,11.09
13:34:51:305,-1.54,-0.53,9.23
13:34:51:409,-1.22,0.03,11.23
13:34:51:471,-1.03,0.44,9.24
13:34:51:677,-1.31,0.24,10.48
13:34:51:881,-1.05,-1.33,11.57
13:34:51:960,-0.44,1.7,9.06
13:34:52:69,-1.31,1.37,10.06
13:34:52:131,-1.7,0.01,11.44
13:34:52:215,-3.44,-1.07,9.41
13:34:52:320,2,0.7,10.85
13:34:52:372,1.18,1.43,9.58
13:34:52:499,-1.54,2.7,10.34
